Symbol,Series,Exdate,CorporateActions,PreOpenPrice,NetChg,PctChg,PrevClose,TradedQty,TradedValue(in lakhs),FFMarketCapital,YearlyHigh,YearlyLow,SummaryValue,SummaryQty,FinalQty,SummaryFinalQty
PALREDTEC,EQ,-,-,22.95,1.05,4.79,21.90,1235,0.28,13.21,27.05,8.60,27279.67,29270452,0,29270452
PARABDRUGS,BZ,-,-,3.30,0.15,4.76,3.15,300,0.01,11.89,4.05,0.55,27279.67,29270452,0,29270452
ANKITMETAL,EQ,-,-,1.10,0.05,4.76,1.05,425,0.00,4.30,1.15,0.30,27279.67,29270452,0,29270452
TECHNOFAB,EQ,-,-,12.10,0.55,4.76,11.55,751,0.09,6.30,43.80,4.50,27279.67,29270452,0,29270452
BIGBLOC,BE,-,-,49.50,2.25,4.76,47.25,7,0.00,20.74,47.90,21.00,27279.67,29270452,0,29270452
CALSOFT,EQ,-,-,15.45,0.70,4.75,14.75,230,0.04,10.76,20.20,7.00,27279.67,29270452,0,29270452
EROSMEDIA,BE,-,-,25.40,1.15,4.74,24.25,10205,2.59,88.12,30.25,7.00,27279.67,29270452,0,29270452
SICAL,EQ,-,-,11.05,0.50,4.74,10.55,5572,0.62,38.90,31.30,5.10,27279.67,29270452,0,29270452
DGCONTENT,EQ,-,-,9.95,0.45,4.74,9.50,200,0.02,16.58,10.40,3.05,27279.67,29270452,0,29270452
S&SPOWER,EQ,-,-,15.50,0.70,4.73,14.80,200,0.03,4.59,35.60,13.10,27279.67,29270452,0,29270452
ALCHEM,EQ,-,-,7.75,0.35,4.73,7.40,327,0.03,6.52,7.40,0.60,27279.67,29270452,0,29270452
GULPOLY,EQ,-,-,60.00,2.70,4.71,57.30,2250,1.35,96.78,57.30,19.60,27279.67,29270452,0,29270452
ALANKIT,EQ,20-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE,19.00,0.85,4.68,18.15,10201,1.94,75.25,28.00,8.25,27279.67,29270452,0,29270452
VIKASMCORP,EQ,-,-,21.40,0.95,4.65,20.45,196111,41.97,474.90,20.45,0.90,27279.67,29270452,0,29270452
ALOKINDS,EQ,-,-,34.90,1.55,4.65,33.35,223686,78.07,4128.61,58.50,3.80,27279.67,29270452,0,29270452
KOHINOOR,BZ,-,-,12.40,0.55,4.64,11.85,3704,0.46,18.79,16.30,4.65,27279.67,29270452,0,29270452
DCMNVL,EQ,-,-,29.45,1.30,4.62,28.15,4,0.00,26.29,39.55,19.25,27279.67,29270452,0,29270452
TGBHOTELS,EQ,-,-,7.95,0.35,4.61,7.60,1295,0.10,15.14,7.60,1.90,27279.67,29270452,0,29270452
RUCHINFRA,BE,-,-,11.40,0.50,4.59,10.90,9504,1.08,73.82,25.85,1.75,27279.67,29270452,0,29270452
BLKASHYAP,BE,-,-,8.00,0.35,4.58,7.65,19000,1.52,58.64,12.05,3.30,27279.67,29270452,0,29270452
OISL,EQ,-,-,3.45,0.15,4.55,3.30,9562,0.33,27.45,6.35,1.50,27279.67,29270452,0,29270452
TI,EQ,-,-,17.25,0.75,4.55,16.50,1,0.00,92.91,22.85,11.40,27279.67,29270452,0,29270452
CNOVAPETRO,EQ,-,-,8.05,0.35,4.55,7.70,443,0.04,5.22,11.75,4.55,27279.67,29270452,0,29270452
SELMCL,BZ,-,-,1.15,0.05,4.55,1.10,5101,0.06,30.62,1.40,0.35,27279.67,29270452,0,29270452
MERCATOR,EQ,-,-,1.15,0.05,4.55,1.10,19217,0.22,26.62,1.65,0.35,27279.67,29270452,0,29270452
BSELINFRA,EQ,-,-,1.15,0.05,4.55,1.10,2048,0.02,6.73,1.60,0.70,27279.67,29270452,0,29270452
HILTON,EQ,-,-,11.50,0.50,4.55,11.00,1600,0.18,6.84,18.75,6.20,27279.67,29270452,0,29270452
IZMO,EQ,-,-,33.45,1.45,4.53,32.00,168,0.06,29.69,39.35,10.30,27279.67,29270452,0,29270452
FLEXITUFF,EQ,-,-,10.40,0.45,4.52,9.95,11234,1.17,16.59,15.65,3.05,27279.67,29270452,0,29270452
RKDL,EQ,-,-,8.15,0.35,4.49,7.80,100,0.01,14.23,9.45,4.05,27279.67,29270452,0,29270452
JMTAUTOLTD,EQ,-,-,3.50,0.15,4.48,3.35,100669,3.52,55.70,6.90,0.80,27279.67,29270452,0,29270452
INSPIRISYS,EQ,-,-,34.20,1.45,4.43,32.75,75,0.03,38.92,53.60,16.45,27279.67,29270452,0,29270452
LYPSAGEMS,EQ,-,-,3.55,0.15,4.41,3.40,57,0.00,6.42,7.05,2.50,27279.67,29270452,0,29270452
PRAXIS,EQ,-,-,31.95,1.35,4.41,30.60,6,0.00,22.83,90.00,18.40,27279.67,29270452,0,29270452
DCM,EQ,-,-,24.85,1.05,4.41,23.80,510,0.13,22.67,29.50,12.55,27279.67,29270452,0,29270452
BCP,EQ,-,-,5.95,0.25,4.39,5.70,6284,0.37,26.14,23.00,4.20,27279.67,29270452,0,29270452
GAYAPROJ,EQ,-,-,16.75,0.70,4.36,16.05,1000,0.17,165.25,133.10,7.75,27279.67,29270452,0,29270452
HDIL,BZ,-,-,6.00,0.25,4.35,5.75,191,0.01,158.08,6.65,1.25,27279.67,29270452,0,29270452
AKSHARCHEM,EQ,-,-,255.00,10.60,4.34,244.40,3035,7.74,74.17,337.95,134.00,27279.67,29270452,0,29270452
TECHNOE,EQ,-,-,226.45,9.40,4.33,217.05,210,0.48,955.02,322.00,171.05,27279.67,29270452,0,29270452
CAPTRUST,EQ,31-Jul-2020, ANNUAL GENERAL MEETING,72.50,3.00,4.32,69.50,8,0.01,18.19,211.05,44.40,27279.67,29270452,0,29270452
PRECOT,BE,-,-,28.95,1.20,4.32,27.75,2,0.00,12.99,35.50,18.85,27279.67,29270452,0,29270452
GTPL,EQ,19-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,108.00,4.45,4.30,103.55,806,0.87,291.14,110.95,32.35,27279.67,29270452,0,29270452
SANGINITA,EQ,-,-,80.10,3.30,4.30,76.80,65,0.05,35.81,196.00,60.15,27279.67,29270452,0,29270452
EVEREADY,EQ,-,-,141.00,5.80,4.29,135.20,3573,5.04,756.70,157.95,34.30,27279.67,29270452,0,29270452
NAHARINDUS,EQ,-,-,29.30,1.20,4.27,28.10,1001,0.29,34.70,31.85,14.65,27279.67,29270452,0,29270452
OMMETALS,EQ,-,-,18.35,0.75,4.26,17.60,55,0.01,47.46,29.70,9.90,27279.67,29270452,0,29270452
SHRIRAMEPC,EQ,-,-,4.90,0.20,4.26,4.70,29491,1.45,292.24,14.10,1.95,27279.67,29270452,0,29270452
IFBAGRO,EQ,27-Aug-2020, ANNUAL GENERAL MEETING,352.00,14.35,4.25,337.65,30,0.11,63.26,477.70,144.00,27279.67,29270452,0,29270452
BLBLIMITED,EQ,-,-,6.15,0.25,4.24,5.90,5,0.00,10.29,7.40,2.80,27279.67,29270452,0,29270452
EMAMIREAL,BE,-,-,56.90,2.30,4.21,54.60,1,0.00,74.75,80.05,22.50,27279.67,29270452,0,29270452
BANARBEADS,EQ,-,-,55.80,2.25,4.20,53.55,240,0.13,14.93,69.90,23.00,27279.67,29270452,0,29270452
KRIDHANINF,EQ,-,-,3.75,0.15,4.17,3.60,600,0.02,18.08,12.35,1.10,27279.67,29270452,0,29270452
KOTHARIPET,EQ,31-Jul-2020, ANNUAL GENERAL MEETING,16.50,0.65,4.10,15.85,3,0.00,27.05,21.80,9.20,27279.67,29270452,0,29270452
BANKBARODA,EQ,22-Jul-2020, ANNUAL GENERAL MEETING,53.70,2.10,4.07,51.60,387409,208.04,6198.95,108.25,36.00,27279.67,29270452,0,29270452
SIYSIL,EQ,24-Aug-2020, ANNUAL GENERAL MEETING,164.90,6.40,4.04,158.50,778,1.28,245.15,275.00,93.50,27279.67,29270452,0,29270452
PENINLAND,EQ,-,-,5.15,0.20,4.04,4.95,3200,0.16,59.43,6.20,2.25,27279.67,29270452,0,29270452
VIPCLOTHNG,EQ,-,-,10.30,0.40,4.04,9.90,5001,0.52,38.43,13.80,3.40,27279.67,29270452,0,29270452
SALSTEEL,EQ,-,-,3.90,0.15,4.00,3.75,1025,0.04,15.61,4.45,1.70,27279.67,29270452,0,29270452
SHYAMCENT,EQ,-,-,3.90,0.15,4.00,3.75,300,0.01,38.32,4.60,1.80,27279.67,29270452,0,29270452
RCOM,BE,-,-,2.60,0.10,4.00,2.50,233295,6.07,649.90,3.45,0.50,27279.67,29270452,0,29270452
ROLLT,BE,-,-,3.90,0.15,4.00,3.75,1450,0.06,23.45,3.75,0.95,27279.67,29270452,0,29270452
INDBANK,EQ,-,-,13.05,0.50,3.98,12.55,646,0.08,19.49,16.00,4.35,27279.67,29270452,0,29270452
IDEA,EQ,-,-,10.50,0.40,3.96,10.10,3078730,323.27,8126.37,12.60,2.40,27279.67,29270452,0,29270452
INDLMETER,EQ,-,-,18.40,0.70,3.95,17.70,3,0.00,7.18,26.70,9.25,27279.67,29270452,0,29270452
AIRAN,EQ,-,-,13.40,0.50,3.88,12.90,238,0.03,41.93,19.55,8.20,27279.67,29270452,0,29270452
ESSARSHPNG,BE,-,-,10.70,0.40,3.88,10.30,2191,0.23,55.43,12.75,4.55,27279.67,29270452,0,29270452
MAGNUM,EQ,-,-,5.35,0.20,3.88,5.15,50,0.00,9.10,6.90,2.45,27279.67,29270452,0,29270452
LYKALABS,EQ,-,-,21.45,0.80,3.87,20.65,3,0.00,47.40,24.70,9.60,27279.67,29270452,0,29270452
SHREERAMA,EQ,-,-,8.05,0.30,3.87,7.75,7987,0.64,26.02,7.75,2.75,27279.67,29270452,0,29270452
KARMAENG,EQ,-,-,12.10,0.45,3.86,11.65,1,0.00,3.37,15.55,7.60,27279.67,29270452,0,29270452
WILLAMAGOR,EQ,-,-,24.30,0.90,3.85,23.40,25,0.01,9.74,26.90,8.20,27279.67,29270452,0,29270452
HLVLTD,EQ,-,-,5.40,0.20,3.85,5.20,7021,0.38,62.30,6.30,2.90,27279.67,29270452,0,29270452
RNAVAL,EQ,-,-,4.05,0.15,3.85,3.90,86343,3.50,100.68,9.55,0.90,27279.67,29270452,0,29270452
AARTISURF,BE,-,-,582.90,21.55,3.84,561.35,4485,26.14,238.42,590.00,222.10,27279.67,29270452,0,29270452
MOHOTAIND,EQ,-,-,10.90,0.40,3.81,10.50,10,0.00,8.96,18.25,3.90,27279.67,29270452,0,29270452
SOTL,EQ,-,-,747.00,27.35,3.80,719.65,2,0.01,283.54,1043.45,475.00,27279.67,29270452,0,29270452
ATLASCYCLE,BE,-,-,51.95,1.90,3.80,50.05,7,0.00,18.55,90.40,26.60,27279.67,29270452,0,29270452
CEREBRAINT,EQ,-,-,31.50,1.15,3.79,30.35,330,0.10,342.05,45.10,16.75,27279.67,29270452,0,29270452
JUBLINDS,EQ,-,-,167.00,6.05,3.76,160.95,35,0.06,60.48,187.90,76.10,27279.67,29270452,0,29270452
GET&D,EQ,-,-,113.75,4.10,3.74,109.65,506,0.58,701.89,214.40,58.00,27279.67,29270452,0,29270452
HERITGFOOD,EQ,19-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,356.00,12.80,3.73,343.20,2034,7.24,780.27,410.95,145.50,27279.67,29270452,0,29270452
JAGRAN,EQ,-,-,43.35,1.55,3.71,41.80,4003,1.74,411.40,78.25,32.10,27279.67,29270452,0,29270452
ALPSINDUS,EQ,-,-,1.40,0.05,3.70,1.35,40,0.00,3.85,2.50,0.25,27279.67,29270452,0,29270452
AXISCADES,EQ,-,-,72.90,2.60,3.70,70.30,1,0.00,84.94,86.50,26.50,27279.67,29270452,0,29270452
COUNCODOS,EQ,-,-,1.40,0.05,3.70,1.35,1000,0.01,4.82,2.45,0.70,27279.67,29270452,0,29270452
UNIONBANK,EQ,27-Jul-2020, ANNUAL GENERAL MEETING,32.55,1.15,3.66,31.40,113329,36.89,2011.75,65.80,22.65,27279.67,29270452,0,29270452
FCL,EQ,-,-,33.00,1.15,3.61,31.85,3877,1.28,102.80,37.00,12.45,27279.67,29270452,0,29270452
TEJASNET,EQ,20-Jul-2020, ANNUAL GENERAL MEETING,66.20,2.30,3.60,63.90,722,0.48,353.91,114.00,28.90,27279.67,29270452,0,29270452
BANSWRAS,EQ,-,-,79.50,2.75,3.58,76.75,75,0.06,53.86,148.20,60.30,27279.67,29270452,0,29270452
SOUTHWEST,EQ,-,-,27.45,0.95,3.58,26.50,100,0.03,20.70,27.55,9.50,27279.67,29270452,0,29270452
TIIL,EQ,-,-,293.90,10.15,3.58,283.75,10,0.03,173.53,425.25,144.45,27279.67,29270452,0,29270452
BAGFILMS,EQ,-,-,2.90,0.10,3.57,2.80,822,0.02,29.35,3.50,1.35,27279.67,29270452,0,29270452
DIGJAMLTD,BZ,29-Jul-2020, ANNUAL GENERAL MEETING,2.95,0.10,3.51,2.85,100,0.00,17.23,3.90,0.80,27279.67,29270452,0,29270452
VICEROY,BE,-,-,2.95,0.10,3.51,2.85,301,0.01,9.79,3.75,0.70,27279.67,29270452,0,29270452
MPSLTD,EQ,21-Aug-2020, BUYBACK,410.00,13.85,3.50,396.15,708,2.90,236.00,602.15,154.00,27279.67,29270452,0,29270452
ADHUNIKIND,EQ,-,-,24.05,0.80,3.44,23.25,1269,0.31,27.18,127.50,11.70,27279.67,29270452,0,29270452
RELIANCE,EQ,02-Jul-2020, DIVIDEND - RS 6.50  PER SHARE,2188.00,71.85,3.40,2116.15,149281,3266.27,670756.43,2198.80,866.98,27279.67,29270452,0,29270452
MAHINDCIE,EQ,17-Jun-2020, ANNUAL GENERAL MEETING,148.25,4.85,3.38,143.40,1463,2.17,1576.15,182.70,58.60,27279.67,29270452,0,29270452
LINCPEN,EQ,-,-,178.95,5.80,3.35,173.15,10,0.02,69.53,247.90,103.00,27279.67,29270452,0,29270452
MAHSEAMLES,EQ,-,-,246.60,7.95,3.33,238.65,966,2.38,591.61,447.65,184.65,27279.67,29270452,0,29270452
RSYSTEMS,EQ,24-Jun-2020, ANNUAL GENERAL MEETING,108.00,3.45,3.30,104.55,20,0.02,150.07,120.15,38.00,27279.67,29270452,0,29270452
BIRLATYRE,EQ,-,-,26.60,0.85,3.30,25.75,44949,11.96,172.57,53.10,2.70,27279.67,29270452,0,29270452
MAANALU,EQ,-,-,79.00,2.50,3.27,76.50,125,0.10,18.10,88.20,23.15,27279.67,29270452,0,29270452
HMVL,EQ,-,-,57.05,1.80,3.26,55.25,35,0.02,101.76,91.00,35.00,27279.67,29270452,0,29270452
MSPL,EQ,-,-,7.95,0.25,3.25,7.70,20,0.00,172.13,8.20,3.50,27279.67,29270452,0,29270452
SANGHIIND,EQ,-,-,31.90,1.00,3.24,30.90,10110,3.23,232.68,59.80,14.00,27279.67,29270452,0,29270452
PNB,EQ,27-Jul-2020, ANNUAL GENERAL MEETING,38.25,1.20,3.24,37.05,264942,101.34,4881.29,69.65,26.30,27279.67,29270452,0,29270452
INDOSOLAR,BZ,-,-,1.60,0.05,3.23,1.55,10020,0.16,24.22,2.00,0.25,27279.67,29270452,0,29270452
DQE,EQ,-,-,1.60,0.05,3.23,1.55,2055,0.03,3.07,3.15,0.60,27279.67,29270452,0,29270452
STEL,EQ,-,-,64.00,2.00,3.23,62.00,1446,0.93,52.63,83.00,30.00,27279.67,29270452,0,29270452
PPAP,EQ,-,-,228.25,7.05,3.19,221.20,2,0.00,111.48,255.00,102.05,27279.67,29270452,0,29270452
UJJIVAN,EQ,-,-,275.00,8.45,3.17,266.55,25938,71.33,3241.53,415.55,124.65,27279.67,29270452,0,29270452
KILITCH,EQ,-,-,98.00,3.00,3.16,95.00,3,0.00,45.59,142.50,61.00,27279.67,29270452,0,29270452
BIL,BE,-,-,189.90,5.80,3.15,184.10,1,0.00,112.32,221.90,69.45,27279.67,29270452,0,29270452
COX&KINGS,BZ,-,-,1.65,0.05,3.13,1.60,20025,0.33,24.86,4.80,0.40,27279.67,29270452,0,29270452
TEXRAIL,EQ,-,-,32.90,1.00,3.13,31.90,1373,0.45,409.72,53.27,13.50,27279.67,29270452,0,29270452
ASAL,EQ,12-Aug-2020, ANNUAL GENERAL MEETING,23.15,0.70,3.12,22.45,25,0.01,8.90,44.30,11.75,27279.67,29270452,0,29270452
VENKEYS,EQ,-,-,1550.00,46.30,3.08,1503.70,4717,73.11,699.04,1942.85,580.10,27279.67,29270452,0,29270452
NEOGEN,EQ,-,-,737.00,21.80,3.05,715.20,76,0.56,433.91,819.55,303.25,27279.67,29270452,0,29270452
INDSWFTLAB,EQ,-,-,37.25,1.10,3.04,36.15,100,0.04,121.75,49.60,15.00,27279.67,29270452,0,29270452
GENESYS,BE,-,-,56.00,1.65,3.04,54.35,1,0.00,88.02,91.50,20.85,27279.67,29270452,0,29270452
CHOLAHLDNG,EQ,-,-,448.80,13.25,3.04,435.55,711,3.19,4169.75,569.85,222.35,27279.67,29270452,0,29270452
SEYAIND,EQ,-,-,79.90,2.35,3.03,77.55,200,0.16,68.68,451.80,36.05,27279.67,29270452,0,29270452
ORIENTABRA,EQ,-,-,22.20,0.65,3.02,21.55,5,0.00,100.55,23.50,10.00,27279.67,29270452,0,29270452
SOMANYCERA,EQ,07-Aug-2020, ANNUAL GENERAL MEETING,171.00,5.00,3.01,166.00,3588,6.14,344.71,295.25,76.85,27279.67,29270452,0,29270452
TIMETECHNO,EQ,-,-,46.15,1.35,3.01,44.80,17302,7.98,496.44,72.05,22.40,27279.67,29270452,0,29270452
IEX,EQ,20-Aug-2020, ANNUAL GENERAL MEETING,198.60,5.80,3.01,192.80,18279,36.30,5775.45,203.90,112.05,27279.67,29270452,0,29270452
DISHTV,EQ,-,-,12.00,0.35,3.00,11.65,37141,4.46,922.38,24.40,3.90,27279.67,29270452,0,29270452
CELEBRITY,EQ,-,-,5.15,0.15,3.00,5.00,102,0.01,13.85,7.45,3.55,27279.67,29270452,0,29270452
AXISBANK,EQ,-,-,524.45,15.25,2.99,509.20,89953,471.76,126213.04,765.85,286.00,27279.67,29270452,0,29270452
SBIN,EQ,-,-,231.55,6.70,2.98,224.85,381987,884.49,86288.05,351.00,149.45,27279.67,29270452,0,29270452
ANANTRAJ,EQ,-,-,34.80,1.00,2.96,33.80,380,0.13,349.10,40.75,13.00,27279.67,29270452,0,29270452
EMMBI,EQ,-,-,96.00,2.75,2.95,93.25,10,0.01,69.28,139.90,40.00,27279.67,29270452,0,29270452
PROZONINTU,EQ,-,-,19.20,0.55,2.95,18.65,9420,1.81,108.15,28.10,7.25,27279.67,29270452,0,29270452
PILITA,EQ,15-Jul-2020, ANNUAL GENERAL MEETING,7.00,0.20,2.94,6.80,15,0.00,54.33,7.50,2.75,27279.67,29270452,0,29270452
VGUARD,EQ,-,-,180.50,5.15,2.94,175.35,11505,20.77,2778.71,259.20,149.00,27279.67,29270452,0,29270452
GTL,BE,-,-,1.75,0.05,2.94,1.70,5000,0.09,14.97,-,-,27279.67,29270452,0,29270452
PUNJLLOYD,BZ,-,-,1.75,0.05,2.94,1.70,5500,0.10,49.06,2.50,0.75,27279.67,29270452,0,29270452
MOLDTECH,EQ,-,-,47.20,1.35,2.94,45.85,260,0.12,64.09,57.40,29.50,27279.67,29270452,0,29270452
MUTHOOTCAP,EQ,-,-,470.00,13.30,2.91,456.70,557,2.62,277.93,664.05,221.70,27279.67,29270452,0,29270452
SALZERELEC,EQ,-,-,108.00,3.05,2.91,104.95,45,0.05,107.35,144.00,54.30,27279.67,29270452,0,29270452
CONTROLPR,EQ,13-Aug-2020, ANNUAL GENERAL MEETING,235.90,6.60,2.88,229.30,5,0.01,179.75,318.05,145.10,27279.67,29270452,0,29270452
RELIGARE,EQ,-,-,42.80,1.20,2.88,41.60,300,0.13,891.26,59.35,17.15,27279.67,29270452,0,29270452
OMKARCHEM,EQ,-,-,8.95,0.25,2.87,8.70,1020,0.09,12.89,8.70,2.25,27279.67,29270452,0,29270452
SATIN,EQ,04-Aug-2020, RIGHTS 48:125 @ PREMIUM RS 50/-,80.70,2.25,2.87,78.45,5641,4.55,236.78,302.50,42.59,27279.67,29270452,0,29270452
LGBBROSLTD,EQ,12-Aug-2020, ANNUAL GENERAL MEETING,269.90,7.50,2.86,262.40,2,0.01,411.87,369.90,145.20,27279.67,29270452,0,29270452
DAAWAT,EQ,-,-,61.10,1.70,2.86,59.40,62462,38.16,816.95,63.30,13.00,27279.67,29270452,0,29270452
ASIANHOTNR,EQ,-,-,66.00,1.80,2.80,64.20,45,0.03,51.20,119.90,44.20,27279.67,29270452,0,29270452
MUKANDLTD,EQ,-,-,29.55,0.80,2.78,28.75,5,0.00,105.70,38.55,11.75,27279.67,29270452,0,29270452
SYNCOM,EQ,-,-,1.85,0.05,2.78,1.80,12848,0.24,5.40,3.60,0.35,27279.67,29270452,0,29270452
SPLIL,EQ,-,-,31.55,0.85,2.77,30.70,50,0.02,27.60,44.45,17.10,27279.67,29270452,0,29270452
CYIENT,EQ,24-Jul-2020, ANNUAL GENERAL MEETING,412.00,11.10,2.77,400.90,8387,34.55,3350.65,513.60,184.00,27279.67,29270452,0,29270452
AARVEEDEN,EQ,-,-,13.10,0.35,2.75,12.75,230,0.03,10.17,19.35,6.50,27279.67,29270452,0,29270452
CHEMBOND,EQ,23-Jul-2020, ANNUAL GENERAL MEETING,170.00,4.55,2.75,165.45,92,0.16,75.65,249.90,120.00,27279.67,29270452,0,29270452
JIYAECO,EQ,-,-,11.25,0.30,2.74,10.95,200,0.02,19.76,57.80,6.70,27279.67,29270452,0,29270452
MEGASOFT,BE,-,-,9.40,0.25,2.73,9.15,241,0.02,37.67,10.50,4.55,27279.67,29270452,0,29270452
DHFL,EQ,-,-,15.10,0.40,2.72,14.70,9970,1.51,281.41,52.85,8.35,27279.67,29270452,0,29270452
RUCHI,BE,-,-,676.00,17.85,2.71,658.15,534,3.61,194.71,1519.65,16.20,27279.67,29270452,0,29270452
VSTTILLERS,EQ,-,-,1735.00,45.40,2.69,1689.60,83,1.44,656.88,1758.20,588.40,27279.67,29270452,0,29270452
SESHAPAPER,EQ,28-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 PER SHARE SPECIAL DIVIDEND - RS 0.50 PER SHARE,156.95,4.10,2.68,152.85,115,0.18,337.40,224.00,80.00,27279.67,29270452,0,29270452
INDOCO,EQ,-,-,244.95,6.40,2.68,238.55,70,0.17,901.28,283.90,132.45,27279.67,29270452,0,29270452
SURANASOL,EQ,-,-,7.70,0.20,2.67,7.50,2330,0.18,11.44,12.45,4.95,27279.67,29270452,0,29270452
KARURVYSYA,EQ,-,-,42.60,1.10,2.65,41.50,20532,8.75,3250.15,64.65,18.75,27279.67,29270452,0,29270452
APCL,EQ,13-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,155.00,4.00,2.65,151.00,2,0.00,95.45,175.00,83.50,27279.67,29270452,0,29270452
LASA,EQ,-,-,72.00,1.85,2.64,70.15,822,0.59,99.86,70.25,11.10,27279.67,29270452,0,29270452
GDL,EQ,23-Jul-2020, RIGHTS 4:27 @ PREMIUM RS 62/-,95.90,2.45,2.62,93.45,851,0.82,816.61,139.12,69.61,27279.67,29270452,0,29270452
RUSHIL,EQ,-,-,118.00,3.00,2.61,115.00,5,0.01,80.70,180.00,62.90,27279.67,29270452,0,29270452
GANDHITUBE,EQ,-,-,237.50,6.05,2.61,231.45,1,0.00,80.73,338.00,140.00,27279.67,29270452,0,29270452
MAGADSUGAR,EQ,-,-,130.00,3.30,2.60,126.70,100,0.13,69.63,148.70,49.60,27279.67,29270452,0,29270452
KERNEX,BE,-,-,19.80,0.50,2.59,19.30,1,0.00,18.82,28.70,10.60,27279.67,29270452,0,29270452
RGL,EQ,-,-,279.95,7.05,2.58,272.90,50,0.14,128.80,408.00,184.05,27279.67,29270452,0,29270452
CANBK,EQ,31-Jul-2020, ANNUAL GENERAL MEETING,117.75,2.95,2.57,114.80,73970,87.10,3504.10,234.25,73.65,27279.67,29270452,0,29270452
JISLJALEQS,EQ,-,-,12.05,0.30,2.55,11.75,5030,0.61,373.27,24.20,3.05,27279.67,29270452,0,29270452
HIKAL,EQ,-,-,177.80,4.40,2.54,173.40,7115,12.65,662.79,182.45,56.90,27279.67,29270452,0,29270452
V2RETAIL,EQ,-,-,60.60,1.50,2.54,59.10,1103,0.67,92.72,179.35,30.25,27279.67,29270452,0,29270452
NAM-INDIA,EQ,29-Jun-2020, DIVIDEND - RS 2 PER SHARE,293.00,7.20,2.52,285.80,10239,30.00,4023.66,452.90,207.70,27279.67,29270452,0,29270452
VIDEOIND,BZ,-,-,2.05,0.05,2.50,2.00,2700,0.06,39.47,5.10,1.00,27279.67,29270452,0,29270452
MAHABANK,EQ,03-Aug-2020, ANNUAL GENERAL MEETING,14.50,0.35,2.47,14.15,18399,2.67,494.47,15.35,8.00,27279.67,29270452,0,29270452
ONEPOINT,EQ,21-Aug-2020, ANNUAL GENERAL MEETING,14.50,0.35,2.47,14.15,30,0.00,12.42,24.50,7.40,27279.67,29270452,0,29270452
LOVABLE,EQ,21-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,66.60,1.60,2.46,65.00,80,0.05,34.63,87.45,31.85,27279.67,29270452,0,29270452
SHIL,EQ,24-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.15 PER SHARE,93.85,2.25,2.46,91.60,810,0.76,331.12,197.80,53.55,27279.67,29270452,0,29270452
ASTRON,EQ,-,-,46.45,1.10,2.43,45.35,166,0.08,118.09,119.40,24.15,27279.67,29270452,0,29270452
SIMPLEXINF,EQ,-,-,33.70,0.80,2.43,32.90,1300,0.44,94.00,64.25,16.50,27279.67,29270452,0,29270452
PURVA,EQ,-,-,53.00,1.25,2.42,51.75,2320,1.23,306.81,79.60,28.75,27279.67,29270452,0,29270452
BALKRISHNA,EQ,27-Aug-2020, ANNUAL GENERAL MEETING,14.90,0.35,2.41,14.55,30,0.00,6.41,34.55,7.60,27279.67,29270452,0,29270452
HCC,EQ,-,-,6.40,0.15,2.40,6.25,38204,2.45,614.67,13.30,3.60,27279.67,29270452,0,29270452
LAXMIMACH,EQ,16-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,3384.00,79.15,2.39,3304.85,2,0.07,2259.57,3981.00,2000.00,27279.67,29270452,0,29270452
UTTAMSTL,EQ,-,-,6.45,0.15,2.38,6.30,1200,0.08,34.95,10.95,3.65,27279.67,29270452,0,29270452
ALEMBICLTD,EQ,29-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.60 PER SHARE,86.05,2.00,2.38,84.05,19000,16.35,690.64,96.40,24.80,27279.67,29270452,0,29270452
CENTURYPLY,EQ,-,-,161.75,3.75,2.37,158.00,2470,4.00,947.79,181.75,95.15,27279.67,29270452,0,29270452
VARDHACRLC,EQ,-,-,32.75,0.75,2.34,32.00,50,0.02,64.29,41.45,25.00,27279.67,29270452,0,29270452
INDIANB,EQ,31-Jul-2020, ANNUAL GENERAL MEETING,70.40,1.60,2.33,68.80,42050,29.60,854.70,203.00,41.55,27279.67,29270452,0,29270452
KECL,EQ,-,-,13.20,0.30,2.33,12.90,111,0.01,42.84,19.70,6.95,27279.67,29270452,0,29270452
IRCTC,EQ,-,-,1398.00,31.50,2.31,1366.50,7444,104.07,2842.32,1994.00,625.00,27279.67,29270452,0,29270452
IDBI,EQ,07-Aug-2020, ANNUAL GENERAL MEETING,42.50,0.95,2.29,41.55,17874,7.60,862.63,56.20,17.25,27279.67,29270452,0,29270452
KIRLOSBROS,EQ,-,-,136.70,3.05,2.28,133.65,185,0.25,360.84,181.00,76.25,27279.67,29270452,0,29270452
